% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
3.659	1	1	366	10	1	28	9422	0	0
3.66	1	2	367	1	2	28	9422	0	0
3.661	1	1	367	2	1	28	9422	0	0
3.662	1	2	367	3	2	28	9422	0	0
3.663	1	1	367	4	1	28	9422	0	0
3.664	1	2	367	5	2	28	9422	0	0
3.665	1	1	367	6	1	28	9422	0	0
3.666	1	2	367	7	2	28	9422	0	0
3.668	1	1	367	9	1	28	9422	0	0
3.669	1	2	367	10	2	28	9422	0	0
3.67	1	1	368	1	1	28	9422	0	0
3.671	1	2	368	2	2	28	9422	0	0
3.672	1	1	368	3	1	28	9422	0	0
3.673	1	2	368	4	2	28	9422	0	0
3.674	1	1	368	5	1	28	9422	0	0
3.675	1	2	368	6	2	28	9422	0	0
3.677	1	1	368	8	1	28	9422	0	0
3.678	1	2	368	9	2	28	9422	0	0
3.679	1	1	368	10	1	28	9422	0	0
3.68	1	2	369	1	2	28	9422	0	0
3.681	1	1	369	2	1	28	9422	0	0
3.682	1	2	369	3	2	28	9422	0	0
3.683	1	1	369	4	1	28	9422	0	0
3.684	1	2	369	5	2	28	9422	0	0
3.686	1	1	369	7	1	28	9422	0	0
3.687	1	2	369	8	2	28	9422	0	0
3.688	1	1	369	9	1	28	9422	0	0
3.689	1	2	369	10	2	28	9422	0	0
3.69	1	1	370	1	1	28	9422	0	0
3.691	1	2	370	2	2	28	9422	0	0
3.692	1	1	370	3	1	28	9422	0	0
3.693	1	2	370	4	2	28	9422	0	0
3.694	1	1	370	5	1	28	9422	0	0
3.695	1	2	370	6	2	28	9422	0	0
3.697	1	1	370	8	1	28	9422	0	0
3.698	1	2	370	9	2	28	9422	0	0
3.699	1	1	370	10	1	28	9422	0	0
3.7	1	2	371	1	2	28	9422	0	0
3.701	1	1	371	2	1	28	9422	0	0
3.702	1	2	371	3	2	28	9422	0	0
3.703	1	1	371	4	1	28	9422	0	0
3.704	1	2	371	5	2	28	9422	0	0
3.706	1	1	371	7	1	28	9422	0	0
3.707	1	2	371	8	2	28	9422	0	0
3.708	1	1	371	9	1	28	9422	0	0
3.709	1	2	371	10	2	28	9422	0	0
3.71	1	1	372	1	1	28	9422	0	0
3.711	1	2	372	2	2	28	9422	0	0
3.712	1	1	372	3	1	28	9422	0	0
3.713	1	2	372	4	2	28	9422	0	0
3.715	1	1	372	6	1	28	9422	0	0
3.716	1	2	372	7	2	28	9422	0	0
3.717	1	1	372	8	1	28	9422	0	0
3.718	1	2	372	9	2	28	9422	0	0
3.719	1	1	372	10	1	28	9422	0	0
3.72	1	2	373	1	2	28	9422	0	0
3.721	1	1	373	2	1	28	9422	0	0
3.722	1	2	373	3	2	28	9422	0	0
3.724	1	1	373	5	1	28	9422	0	0
3.725	1	2	373	6	2	28	9422	0	0
3.726	1	1	373	7	1	28	9422	0	0
3.727	1	2	373	8	2	28	9422	0	0
3.728	1	1	373	9	1	28	9422	0	0
3.729	1	2	373	10	2	28	9422	0	0
3.73	1	1	374	1	1	28	9422	0	0
3.731	1	2	374	2	2	28	9422	0	0
3.733	1	1	374	4	1	28	9422	0	0
3.734	1	2	374	5	2	28	9422	0	0
3.735	1	1	374	6	1	28	9422	0	0
3.736	1	2	374	7	2	28	9422	0	0
3.737	1	1	374	8	1	28	9422	0	0
3.738	1	2	374	9	2	28	9422	0	0
3.739	1	1	374	10	1	28	9422	0	0
3.74	1	2	375	1	2	28	9422	0	0
3.742	1	1	375	3	1	28	9422	0	0
3.743	1	2	375	4	2	28	9422	0	0
3.744	1	1	375	5	1	28	9422	0	0
3.745	1	2	375	6	2	28	9422	0	0
3.746	1	1	375	7	1	28	9422	0	0
3.747	1	2	375	8	2	28	9422	0	0
3.748	1	1	375	9	1	28	9422	0	0
3.749	1	2	375	10	2	28	9422	0	0
3.75	1	1	376	1	1	28	9422	0	0
3.751	1	2	376	2	2	28	9422	0	0
3.753	1	1	376	4	1	28	9422	0	0
3.754	1	2	376	5	2	28	9422	0	0
3.755	1	1	376	6	1	28	9422	0	0
3.756	1	2	376	7	2	28	9422	0	0
3.757	1	1	376	8	1	28	9422	0	0
3.758	1	2	376	9	2	28	9422	0	0
3.759	1	1	376	10	1	28	9422	0	0
3.76	1	2	377	1	2	28	9422	0	0
3.762	1	1	377	3	1	28	9422	0	0
3.763	1	2	377	4	2	28	9422	0	0
3.764	1	1	377	5	1	28	9422	0	0
3.765	1	2	377	6	2	28	9422	0	0
3.766	1	1	377	7	1	28	9422	0	0
3.767	1	2	377	8	2	28	9422	0	0
3.768	1	1	377	9	1	28	9422	0	0
3.769	1	2	377	10	2	28	9422	0	0
3.771	1	1	378	2	1	28	9422	0	0
3.772	1	2	378	3	2	28	9422	0	0
3.773	1	1	378	4	1	28	9422	0	0
3.774	1	2	378	5	2	28	9422	0	0
3.775	1	1	378	6	1	28	9422	0	0
3.776	1	2	378	7	2	28	9422	0	0
3.777	1	1	378	8	1	28	9422	0	0
3.778	1	2	378	9	2	28	9422	0	0
3.78	1	1	379	1	1	28	9422	0	0
3.781	1	2	379	2	2	28	9422	0	0
3.782	1	1	379	3	1	28	9422	0	0
3.783	1	2	379	4	2	28	9422	0	0
3.784	1	1	379	5	1	28	9422	0	0
3.785	1	2	379	6	2	28	9422	0	0
3.786	1	1	379	7	1	28	9422	0	0
3.787	1	2	379	8	2	28	9422	0	0
3.789	1	1	379	10	1	28	9422	0	0
3.79	1	2	380	1	2	28	9422	0	0
3.791	1	1	380	2	1	28	9422	0	0
3.792	1	2	380	3	2	28	9422	0	0
3.793	1	1	380	4	1	28	9422	0	0
3.794	1	2	380	5	2	28	9422	0	0
3.795	1	1	380	6	1	28	9422	0	0
3.796	1	2	380	7	2	28	9422	0	0
3.798	1	1	380	9	1	28	9422	0	0
3.799	1	2	380	10	2	28	9422	0	0
3.8	1	1	381	1	1	28	9422	0	0
3.801	1	2	381	2	2	28	9422	0	0
3.802	1	1	381	3	1	28	9422	0	0
3.803	1	2	381	4	2	28	9422	0	0
3.804	1	1	381	5	1	28	9422	0	0
3.805	1	2	381	6	2	28	9422	0	0
3.806	1	1	381	7	1	28	9422	0	0
3.807	1	2	381	8	2	28	9422	0	0
3.809	1	1	381	10	1	28	9422	0	0
3.81	1	2	382	1	2	28	9422	0	0
3.811	1	1	382	2	1	28	9422	0	0
3.812	1	2	382	3	2	28	9422	0	0
3.813	1	1	382	4	1	28	9422	0	0
3.814	1	2	382	5	2	28	9422	0	0
3.815	1	1	382	6	1	28	9422	0	0
3.816	1	2	382	7	2	28	9422	0	0
3.818	1	1	382	9	1	28	9422	0	0
3.819	1	2	382	10	2	28	9422	0	0
3.82	1	1	383	1	1	28	9422	0	0
3.821	1	2	383	2	2	28	9422	0	0
3.822	1	1	383	3	1	28	9422	0	0
3.823	1	2	383	4	2	28	9422	0	0
3.824	1	1	383	5	1	28	9422	0	0
3.825	1	2	383	6	2	28	9422	0	0
3.827	1	1	383	8	1	28	9422	0	0
3.828	1	2	383	9	2	28	9422	0	0
3.829	1	1	383	10	1	28	9422	0	0
3.83	1	2	384	1	2	28	9422	0	0
3.831	1	1	384	2	1	28	9422	0	0
3.832	1	2	384	3	2	28	9422	0	0
3.833	1	1	384	4	1	28	9422	0	0
3.834	1	2	384	5	2	28	9422	0	0
3.836	1	1	384	7	1	28	9422	0	0
3.837	1	2	384	8	2	28	9422	0	0
3.838	1	1	384	9	1	28	9422	0	0
3.839	1	2	384	10	2	28	9422	0	0
3.84	1	1	385	1	1	28	9422	0	0
3.841	1	2	385	2	2	28	9422	0	0
3.842	1	1	385	3	1	28	9422	0	0
3.843	1	2	385	4	2	28	9422	0	0
3.845	1	1	385	6	1	28	9422	0	0
3.846	1	2	385	7	2	28	9422	0	0
3.847	1	1	385	8	1	28	9422	0	0
3.848	1	2	385	9	2	28	9422	0	0
3.849	1	1	385	10	1	28	9422	0	0
3.85	1	2	386	1	2	28	9422	0	0
3.851	1	1	386	2	1	28	9422	0	0
3.852	1	2	386	3	2	28	9422	0	0
3.854	1	1	386	5	1	28	9422	0	0
3.855	1	2	386	6	2	28	9422	0	0
3.856	1	1	386	7	1	28	9422	0	0
3.857	1	2	386	8	2	28	9422	0	0
3.858	1	1	386	9	1	28	9422	0	0
3.859	1	2	386	10	2	28	9422	0	0
3.86	1	1	387	1	1	28	9422	0	0
3.861	1	2	387	2	2	28	9422	0	0
3.862	1	1	387	3	1	28	9422	0	0
3.863	1	2	387	4	2	28	9422	0	0
3.865	1	1	387	6	1	28	9422	0	0
3.866	1	2	387	7	2	28	9422	0	0
3.867	1	1	387	8	1	28	9422	0	0
3.868	1	2	387	9	2	28	9422	0	0
3.869	1	1	387	10	1	28	9422	0	0
3.87	1	2	388	1	2	28	9422	0	0
3.871	1	1	388	2	1	28	9422	0	0
3.872	1	2	388	3	2	28	9422	0	0
3.874	1	1	388	5	1	28	9422	0	0
3.875	1	2	388	6	2	28	9422	0	0
3.876	1	1	388	7	1	28	9422	0	0
3.877	1	2	388	8	2	28	9422	0	0
3.878	1	1	388	9	1	28	9422	0	0
3.879	1	2	388	10	2	28	9422	0	0
3.88	1	1	389	1	1	28	9422	0	0
3.881	1	2	389	2	2	28	9422	0	0
3.883	1	1	389	4	1	28	9422	0	0
3.884	1	2	389	5	2	28	9422	0	0
3.885	1	1	389	6	1	28	9422	0	0
3.886	1	2	389	7	2	28	9422	0	0
3.887	1	1	389	8	1	28	9422	0	0
3.888	1	2	389	9	2	28	9422	0	0
3.889	1	1	389	10	1	28	9422	0	0
3.89	1	2	390	1	2	28	9422	0	0
3.892	1	1	390	3	1	28	9422	0	0
3.893	1	2	390	4	2	28	9422	0	0
3.894	1	1	390	5	1	28	9422	0	0
3.895	1	2	390	6	2	28	9422	0	0
3.896	1	1	390	7	1	28	9422	0	0
3.897	1	2	390	8	2	28	9422	0	0
3.898	1	1	390	9	1	28	9422	0	0
3.899	1	2	390	10	2	28	9422	0	0
3.901	1	1	391	2	1	28	9422	0	0
3.902	1	2	391	3	2	28	9422	0	0
3.903	1	1	391	4	1	28	9422	0	0
3.904	1	2	391	5	2	28	9422	0	0
3.905	1	1	391	6	1	28	9422	0	0
3.906	1	2	391	7	2	28	9422	0	0
3.907	1	1	391	8	1	28	9422	0	0
3.908	1	2	391	9	2	28	9422	0	0
3.91	1	1	392	1	1	28	9422	0	0
3.911	1	2	392	2	2	28	9422	0	0
3.912	1	1	392	3	1	28	9422	0	0
3.913	1	2	392	4	2	28	9422	0	0
3.914	1	1	392	5	1	28	9422	0	0
3.915	1	2	392	6	2	28	9422	0	0
3.916	1	1	392	7	1	28	9422	0	0
3.917	1	2	392	8	2	28	9422	0	0
3.918	1	1	392	9	1	28	9422	0	0
3.919	1	2	392	10	2	28	9422	0	0
3.921	1	1	393	2	1	28	9422	0	0
3.922	1	2	393	3	2	28	9422	0	0
3.923	1	1	393	4	1	28	9422	0	0
3.924	1	2	393	5	2	28	9422	0	0
3.925	1	1	393	6	1	28	9422	0	0
3.926	1	2	393	7	2	28	9422	0	0
3.927	1	1	393	8	1	28	9422	0	0
3.928	1	2	393	9	2	28	9422	0	0
3.93	1	1	394	1	1	28	9422	0	0
3.931	1	2	394	2	2	28	9422	0	0
3.932	1	1	394	3	1	28	9422	0	0
3.933	1	2	394	4	2	28	9422	0	0
3.934	1	1	394	5	1	28	9422	0	0
3.935	1	2	394	6	2	28	9422	0	0
3.936	1	1	394	7	1	28	9422	0	0
3.937	1	2	394	8	2	28	9422	0	0
3.939	1	1	394	10	1	28	9422	0	0
3.94	1	2	395	1	2	28	9422	0	0
3.941	1	1	395	2	1	28	9422	0	0
3.942	1	2	395	3	2	28	9422	0	0
3.943	1	1	395	4	1	28	9422	0	0
3.944	1	2	395	5	2	28	9422	0	0
3.945	1	1	395	6	1	28	9422	0	0
3.946	1	2	395	7	2	28	9422	0	0
3.948	1	1	395	9	1	28	9422	0	0
3.949	1	2	395	10	2	28	9422	0	0
3.95	1	1	396	1	1	28	9422	0	0
3.951	1	2	396	2	2	28	9422	0	0
3.952	1	1	396	3	1	28	9422	0	0
3.953	1	2	396	4	2	28	9422	0	0
3.954	1	1	396	5	1	28	9422	0	0
3.955	1	2	396	6	2	28	9422	0	0
3.957	1	1	396	8	1	28	9422	0	0
3.958	1	2	396	9	2	28	9422	0	0
3.959	1	1	396	10	1	28	9422	0	0
3.96	1	2	397	1	2	28	9422	0	0
3.961	1	1	397	2	1	28	9422	0	0
3.962	1	2	397	3	2	28	9422	0	0
3.963	1	1	397	4	1	28	9422	0	0
3.964	1	2	397	5	2	28	9422	0	0
3.966	1	1	397	7	1	28	9422	0	0
3.967	1	2	397	8	2	28	9422	0	0
3.968	1	1	397	9	1	28	9422	0	0
3.969	1	2	397	10	2	28	9422	0	0
3.97	1	1	398	1	1	28	9422	0	0
3.971	1	2	398	2	2	28	9422	0	0
3.972	1	1	398	3	1	28	9422	0	0
3.973	1	2	398	4	2	28	9422	0	0
3.974	1	1	398	5	1	28	9422	0	0
3.975	1	2	398	6	2	28	9422	0	0
3.977	1	1	398	8	1	28	9422	0	0
3.978	1	2	398	9	2	28	9422	0	0
3.979	1	1	398	10	1	28	9422	0	0
3.98	1	2	399	1	2	28	9422	0	0
3.981	1	1	399	2	1	28	9422	0	0
3.982	1	2	399	3	2	28	9422	0	0
3.983	1	1	399	4	1	28	9422	0	0
3.984	1	2	399	5	2	28	9422	0	0
3.986	1	1	399	7	1	28	9422	0	0
3.987	1	2	399	8	2	28	9422	0	0
3.988	1	1	399	9	1	28	9422	0	0
3.989	1	2	399	10	2	28	9422	0	0
3.99	1	1	400	1	1	28	9422	0	0
3.991	1	2	400	2	2	28	9422	0	0
3.992	1	1	400	3	1	28	9422	0	0
3.993	1	2	400	4	2	28	9422	0	0
3.995	1	1	400	6	1	28	9422	0	0
3.996	1	2	400	7	2	28	9422	0	0
3.997	1	1	400	8	1	28	9422	0	0
3.998	1	2	400	9	2	28	9422	0	0
3.999	1	1	400	10	1	28	9422	0	0
4	1	2	401	1	2	28	9422	0	0
4.001	1	1	401	2	1	28	9422	0	0
4.002	1	2	401	3	2	28	9422	0	0
4.004	1	1	401	5	1	28	9422	0	0
4.005	1	2	401	6	2	28	9422	0	0
4.006	1	1	401	7	1	28	9422	0	0
4.007	1	2	401	8	2	28	9422	0	0
4.008	1	1	401	9	1	28	9422	0	0
4.009	1	2	401	10	2	28	9422	0	0
4.01	1	1	402	1	1	28	9422	0	0
4.011	1	2	402	2	2	28	9422	0	0
4.013	1	1	402	4	1	28	9422	0	0
4.014	1	2	402	5	2	28	9422	0	0
4.015	1	1	402	6	1	28	9422	0	0
4.016	1	2	402	7	2	28	9422	0	0
4.017	1	1	402	8	1	28	9422	0	0
4.018	1	2	402	9	2	28	9422	0	0
4.019	1	1	402	10	1	28	9422	0	0
4.02	1	2	403	1	2	28	9422	0	0
4.022	1	1	403	3	1	28	9422	0	0
4.023	1	2	403	4	2	28	9422	0	0
4.024	1	1	403	5	1	28	9422	0	0
4.025	1	2	403	6	2	28	9422	0	0
4.026	1	1	403	7	1	28	9422	0	0
4.027	1	2	403	8	2	28	9422	0	0
4.028	1	1	403	9	1	28	9422	0	0
4.029	1	2	403	10	2	28	9422	0	0
4.03	1	1	404	1	1	28	9422	0	0
4.031	1	2	404	2	2	28	9422	0	0
4.033	1	1	404	4	1	28	9422	0	0
4.034	1	2	404	5	2	28	9422	0	0
4.035	1	1	404	6	1	28	9422	0	0
4.036	1	2	404	7	2	28	9422	0	0
4.037	1	1	404	8	1	28	9422	0	0
4.038	1	2	404	9	2	28	9422	0	0
4.039	1	1	404	10	1	28	9422	0	0
4.04	1	2	405	1	2	28	9422	0	0
4.042	1	1	405	3	1	28	9422	0	0
4.043	1	2	405	4	2	28	9422	0	0
4.044	1	1	405	5	1	28	9422	0	0
4.045	1	2	405	6	2	28	9422	0	0
4.046	1	1	405	7	1	28	9422	0	0
4.047	1	2	405	8	2	28	9422	0	0
4.048	1	1	405	9	1	28	9422	0	0
4.049	1	2	405	10	2	28	9422	0	0
4.051	1	1	406	2	1	28	9422	0	0
4.052	1	2	406	3	2	28	9422	0	0
4.053	1	1	406	4	1	28	9422	0	0
4.054	1	2	406	5	2	28	9422	0	0
4.055	1	1	406	6	1	28	9422	0	0
4.056	1	2	406	7	2	28	9422	0	0
4.057	1	1	406	8	1	28	9422	0	0
4.058	1	2	406	9	2	28	9422	0	0
4.06	1	1	407	1	1	28	9422	0	0
4.061	1	2	407	2	2	28	9422	0	0
4.062	1	1	407	3	1	28	9422	0	0
4.063	1	2	407	4	2	28	9422	0	0
4.064	1	1	407	5	1	28	9422	0	0
4.065	1	2	407	6	2	28	9422	0	0
4.066	1	1	407	7	1	28	9422	0	0
4.067	1	2	407	8	2	28	9422	0	0
4.069	1	1	407	10	1	28	9422	0	0
4.07	1	2	408	1	2	28	9422	0	0
4.071	1	1	408	2	1	28	9422	0	0
4.072	1	2	408	3	2	28	9422	0	0
4.073	1	1	408	4	1	28	9422	0	0
4.074	1	2	408	5	2	28	9422	0	0
4.075	1	1	408	6	1	28	9422	0	0
4.076	1	2	408	7	2	28	9422	0	0
4.078	1	1	408	9	1	28	9422	0	0
4.079	1	2	408	10	2	28	9422	0	0
4.08	1	1	409	1	1	28	9422	0	0
4.081	1	2	409	2	2	28	9422	0	0
4.082	1	1	409	3	1	28	9422	0	0
4.083	1	2	409	4	2	28	9422	0	0
4.084	1	1	409	5	1	28	9422	0	0
4.085	1	2	409	6	2	28	9422	0	0
4.086	1	1	409	7	1	28	9422	0	0
4.087	1	2	409	8	2	28	9422	0	0
4.089	1	1	409	10	1	28	9422	0	0
4.09	1	2	410	1	2	28	9422	0	0
4.091	1	1	410	2	1	28	9422	0	0
4.092	1	2	410	3	2	28	9422	0	0
4.093	1	1	410	4	1	28	9422	0	0
4.094	1	2	410	5	2	28	9422	0	0
4.095	1	1	410	6	1	28	9422	0	0
4.096	1	2	410	7	2	28	9422	0	0
4.098	1	1	410	9	1	28	9422	0	0
4.099	1	2	410	10	2	28	9422	0	0
4.1	1	1	411	1	1	28	9422	0	0
4.101	1	2	411	2	2	28	9422	0	0
4.102	1	1	411	3	1	28	9422	0	0
4.103	1	2	411	4	2	28	9422	0	0
4.104	1	1	411	5	1	28	9422	0	0
4.105	1	2	411	6	2	28	9422	0	0
4.107	1	1	411	8	1	28	9422	0	0
4.108	1	2	411	9	2	28	9422	0	0
4.109	1	1	411	10	1	28	9422	0	0
4.11	1	2	412	1	2	28	9422	0	0
4.111	1	1	412	2	1	28	9422	0	0
4.112	1	2	412	3	2	28	9422	0	0
4.113	1	1	412	4	1	28	9422	0	0
4.114	1	2	412	5	2	28	9422	0	0
4.116	1	1	412	7	1	28	9422	0	0
4.117	1	2	412	8	2	28	9422	0	0
4.118	1	1	412	9	1	28	9422	0	0
4.119	1	2	412	10	2	28	9422	0	0
4.12	1	1	413	1	1	28	9422	0	0
4.121	1	2	413	2	2	28	9422	0	0
4.122	1	1	413	3	1	28	9422	0	0
4.123	1	2	413	4	2	28	9422	0	0
4.125	1	1	413	6	1	28	9422	0	0
4.126	1	2	413	7	2	28	9422	0	0
4.127	1	1	413	8	1	28	9422	0	0
4.128	1	2	413	9	2	28	9422	0	0
4.129	1	1	413	10	1	28	9422	0	0
4.13	1	2	414	1	2	28	9422	0	0
4.131	1	1	414	2	1	28	9422	0	0
4.132	1	2	414	3	2	28	9422	0	0
4.134	1	1	414	5	1	28	9422	0	0
4.135	1	2	414	6	2	28	9422	0	0
4.136	1	1	414	7	1	28	9422	0	0
4.137	1	2	414	8	2	28	9422	0	0
4.138	1	1	414	9	1	28	9422	0	0
4.139	1	2	414	10	2	28	9422	0	0
4.14	1	1	415	1	1	28	9422	0	0
4.141	1	2	415	2	2	28	9422	0	0
4.142	1	1	415	3	1	28	9422	0	0
4.143	1	2	415	4	2	28	9422	0	0
4.145	1	1	415	6	1	28	9422	0	0
4.146	1	2	415	7	2	28	9422	0	0
4.147	1	1	415	8	1	28	9422	0	0
4.148	1	2	415	9	2	28	9422	0	0
4.149	1	1	415	10	1	28	9422	0	0
4.15	1	2	416	1	2	28	9422	0	0
4.151	1	1	416	2	1	28	9422	0	0
4.152	1	2	416	3	2	28	9422	0	0
4.154	1	1	416	5	1	28	9422	0	0
4.155	1	2	416	6	2	28	9422	0	0
4.156	1	1	416	7	1	28	9422	0	0
4.157	1	2	416	8	2	28	9422	0	0
4.158	1	1	416	9	1	28	9422	0	0
4.159	1	2	416	10	2	28	9422	0	0
4.16	1	1	417	1	1	28	9422	0	0
4.161	1	2	417	2	2	28	9422	0	0
4.163	1	1	417	4	1	28	9422	0	0
4.164	1	2	417	5	2	28	9422	0	0
4.165	1	1	417	6	1	28	9422	0	0
4.166	1	2	417	7	2	28	9422	0	0
4.167	1	1	417	8	1	28	9422	0	0
4.168	1	2	417	9	2	28	9422	0	0
4.169	1	1	417	10	1	28	9422	0	0
4.17	1	2	418	1	2	28	9422	0	0
4.172	1	1	418	3	1	28	9422	0	0
4.173	1	2	418	4	2	28	9422	0	0
4.174	1	1	418	5	1	28	9422	0	0
4.175	1	2	418	6	2	28	9422	0	0
4.176	1	1	418	7	1	28	9422	0	0
4.177	1	2	418	8	2	28	9422	0	0
4.178	1	1	418	9	1	28	9422	0	0
4.179	1	2	418	10	2	28	9422	0	0
4.181	1	1	419	2	1	28	9422	0	0
4.182	1	2	419	3	2	28	9422	0	0
4.183	1	1	419	4	1	28	9422	0	0
4.184	1	2	419	5	2	28	9422	0	0
4.185	1	1	419	6	1	28	9422	0	0
4.186	1	2	419	7	2	28	9422	0	0
4.187	1	1	419	8	1	28	9422	0	0
4.188	1	2	419	9	2	28	9422	0	0
4.19	1	1	420	1	1	28	9422	0	0
4.191	1	2	420	2	2	28	9422	0	0
4.192	1	1	420	3	1	28	9422	0	0
4.193	1	2	420	4	2	28	9422	0	0
4.194	1	1	420	5	1	28	9422	0	0
4.195	1	2	420	6	2	28	9422	0	0
4.196	1	1	420	7	1	28	9422	0	0
4.197	1	2	420	8	2	28	9422	0	0
4.198	1	1	420	9	1	28	9422	0	0
4.199	1	2	420	10	2	28	9422	0	0
4.201	1	1	421	2	1	28	9422	0	0
4.202	1	2	421	3	2	28	9422	0	0
4.203	1	1	421	4	1	28	9422	0	0
4.204	1	2	421	5	2	28	9422	0	0
4.205	1	1	421	6	1	28	9422	0	0
4.206	1	2	421	7	2	28	9422	0	0
4.207	1	1	421	8	1	28	9422	0	0
4.208	1	2	421	9	2	28	9422	0	0
4.21	1	1	422	1	1	28	9422	0	0
4.211	1	2	422	2	2	28	9422	0	0
4.212	1	1	422	3	1	28	9422	0	0
4.213	1	2	422	4	2	28	9422	0	0
4.214	1	1	422	5	1	28	9422	0	0
4.215	1	2	422	6	2	28	9422	0	0
4.216	1	1	422	7	1	28	9422	0	0
4.217	1	2	422	8	2	28	9422	0	0
4.219	1	1	422	10	1	28	9422	0	0
4.22	1	2	423	1	2	28	9422	0	0
4.221	1	1	423	2	1	28	9422	0	0
4.222	1	2	423	3	2	28	9422	0	0
4.223	1	1	423	4	1	28	9422	0	0
4.224	1	2	423	5	2	28	9422	0	0
4.225	1	1	423	6	1	28	9422	0	0
4.226	1	2	423	7	2	28	9422	0	0
4.228	1	1	423	9	1	28	9422	0	0
4.229	1	2	423	10	2	28	9422	0	0
4.23	1	1	424	1	1	28	9422	0	0
4.231	1	2	424	2	2	28	9422	0	0
4.232	1	1	424	3	1	28	9422	0	0
4.233	1	2	424	4	2	28	9422	0	0
4.234	1	1	424	5	1	28	9422	0	0
4.235	1	2	424	6	2	28	9422	0	0
4.237	1	1	424	8	1	28	9422	0	0
4.238	1	2	424	9	2	28	9422	0	0
4.239	1	1	424	10	1	28	9422	0	0
4.24	1	2	425	1	2	28	9422	0	0
4.241	1	1	425	2	1	28	9422	0	0
4.242	1	2	425	3	2	28	9422	0	0
4.243	1	1	425	4	1	28	9422	0	0
4.244	1	2	425	5	2	28	9422	0	0
4.246	1	1	425	7	1	28	9422	0	0
4.247	1	2	425	8	2	28	9422	0	0
4.248	1	1	425	9	1	28	9422	0	0
4.249	1	2	425	10	2	28	9422	0	0
4.25	1	1	426	1	1	28	9422	0	0
4.251	1	2	426	2	2	28	9422	0	0
4.252	1	1	426	3	1	28	9422	0	0
4.253	1	2	426	4	2	28	9422	0	0
4.254	1	1	426	5	1	28	9422	0	0
4.255	1	2	426	6	2	28	9422	0	0
4.257	1	1	426	8	1	28	9422	0	0
4.258	1	2	426	9	2	28	9422	0	0
4.259	1	1	426	10	1	28	9422	0	0
4.26	1	2	427	1	2	28	9422	0	0
4.261	1	1	427	2	1	28	9422	0	0
4.262	1	2	427	3	2	28	9422	0	0
4.263	1	1	427	4	1	28	9422	0	0
4.264	1	2	427	5	2	28	9422	0	0
4.266	1	1	427	7	1	28	9422	0	0
4.267	1	2	427	8	2	28	9422	0	0
4.268	1	1	427	9	1	28	9422	0	0
4.269	1	2	427	10	2	28	9422	0	0
4.27	1	1	428	1	1	28	9422	0	0
4.271	1	2	428	2	2	28	9422	0	0
4.272	1	1	428	3	1	28	9422	0	0
4.273	1	2	428	4	2	28	9422	0	0
4.275	1	1	428	6	1	28	9422	0	0
4.276	1	2	428	7	2	28	9422	0	0
4.277	1	1	428	8	1	28	9422	0	0
4.278	1	2	428	9	2	28	9422	0	0
4.279	1	1	428	10	1	28	9422	0	0
4.28	1	2	429	1	2	28	9422	0	0
4.281	1	1	429	2	1	28	9422	0	0
4.282	1	2	429	3	2	28	9422	0	0
4.284	1	1	429	5	1	28	9422	0	0
4.285	1	2	429	6	2	28	9422	0	0
4.286	1	1	429	7	1	28	9422	0	0
4.287	1	2	429	8	2	28	9422	0	0
4.288	1	1	429	9	1	28	9422	0	0
4.289	1	2	429	10	2	28	9422	0	0
4.29	1	1	430	1	1	28	9422	0	0
4.291	1	2	430	2	2	28	9422	0	0
4.293	1	1	430	4	1	28	9422	0	0
4.294	1	2	430	5	2	28	9422	0	0
4.295	1	1	430	6	1	28	9422	0	0
4.296	1	2	430	7	2	28	9422	0	0
4.297	1	1	430	8	1	28	9422	0	0
4.298	1	2	430	9	2	28	9422	0	0
4.299	1	1	430	10	1	28	9422	0	0
4.3	1	2	431	1	2	28	9422	0	0
4.302	1	1	431	3	1	28	9422	0	0
4.303	1	2	431	4	2	28	9422	0	0
4.304	1	1	431	5	1	28	9422	0	0
4.305	1	2	431	6	2	28	9422	0	0
4.306	1	1	431	7	1	28	9422	0	0
4.307	1	2	431	8	2	28	9422	0	0
4.308	1	1	431	9	1	28	9422	0	0
4.309	1	2	431	10	2	28	9422	0	0
4.31	1	1	432	1	1	28	9422	0	0
4.311	1	2	432	2	2	28	9422	0	0
4.313	1	1	432	4	1	28	9422	0	0
4.314	1	2	432	5	2	28	9422	0	0
4.315	1	1	432	6	1	28	9422	0	0
4.316	1	2	432	7	2	28	9422	0	0
4.317	1	1	432	8	1	28	9422	0	0
4.318	1	2	432	9	2	28	9422	0	0
4.319	1	1	432	10	1	28	9422	0	0
4.32	1	2	433	1	2	28	9422	0	0
4.322	1	1	433	3	1	28	9422	0	0
4.323	1	2	433	4	2	28	9422	0	0
4.324	1	1	433	5	1	28	9422	0	0
4.325	1	2	433	6	2	28	9422	0	0
4.326	1	1	433	7	1	28	9422	0	0
4.327	1	2	433	8	2	28	9422	0	0
4.328	1	1	433	9	1	28	9422	0	0
4.329	1	2	433	10	2	28	9422	0	0
4.331	1	1	434	2	1	28	9422	0	0
4.332	1	2	434	3	2	28	9422	0	0
4.333	1	1	434	4	1	28	9422	0	0
4.334	1	2	434	5	2	28	9422	0	0
4.335	1	1	434	6	1	28	9422	0	0
4.336	1	2	434	7	2	28	9422	0	0
